video_id,comment_text,likes,replies
1zOPtQNChZM,"*most cutest is not good grammar but it doesn't matter, because it's true!!",0,0
1zOPtQNChZM,"you guys are the cutesttt!!!! <3",0,0
1zOPtQNChZM,"Estée girl where is your black swimsuit from? I love it! 😊",0,0
1zOPtQNChZM,"So jelly !!\nWhat camera do you vlog with??",0,0
1zOPtQNChZM,"So glad you visit  my country... I am a greek girl ... Santorini it's such beautiful place ... You also may visit other islands as kefalonia and skopelos which have so amazing beaches... There are so many other places to go in my country that you need a life time to see them all ... Your video is perfect ... Thank you for all the good thinks you showed in your vlog ... All greek people are kind and hospitable... I love mousaka too... Many Kisses #visitgreece #greeksummer ❤❤❤",0,0
1zOPtQNChZM,"The quality of this video is amazing. Aaaah santorini 💗💗",0,0
1zOPtQNChZM,"Haha hearing Aslan talk about the sunset. Someone get him a travel guide job for every single city immediately. Love him so much.",0,0
1zOPtQNChZM,"Glad you two had fun!  Wishing you and Aslan all the best!",0,0
1zOPtQNChZM,"Stunning! Can't wait to visit someday <3",0,0
1zOPtQNChZM,"Love how you pronounce Greek names! It's so cute!",0,0
1zOPtQNChZM,"Is Aslan just holding the GoPro? Because it's so steady 😐 I'm all over the place with mine",0,0
1zOPtQNChZM,"Hey! What camera is she using?",0,0
1zOPtQNChZM,"If I had to pick the best part of the video...well ok..how about all 18 minutes of it?  Yes, sure does seem like paradise.  This is akin to visual utopia.  Well, I'll pick just one highlight.  @13:05 when you were showing off that lovely outfit.  The background, the sun setting behind you.. the colors and everything...beyond breathtaking.  Also doesn't hurt that we have a wonderful couple responsible for putting such a brilliant vlog out there.  BTW..I have watched this more than once.",0,0
1zOPtQNChZM,"this is so immersive, I've been to Santorini and the places you've mentioned including a visit to the caldera (Santorini is a volcanic island) and it's so beautiful! the people are very nice too. I love you guys :-))",0,0
1zOPtQNChZM,"This is amazing! This video just re-confirmed that I want my honeymoon there!",0,0
1zOPtQNChZM,"Made me so happy I have to go now",0,0
1zOPtQNChZM,"i really love your vlog, especially with aslan on it! xx",0,0
1zOPtQNChZM,"You in that flower dress and the background.. So beautiful <3",0,0
1zOPtQNChZM,"If you want a parfume that smells like that fresh salty air in Santorini you should try Jo Malone Wood sage & sea salt. It's just the best 😍😍😍😍",0,0
1zOPtQNChZM,"Hey Estee, seeing your vlogs for years now. Aslan n u are growing so beautifully!",0,0
1zOPtQNChZM,"Feel like I need to book a holiday now",0,0
1zOPtQNChZM,"Beautiful hotel, sadly out of our budget 🙁 but thanks for sharing",0,0
1zOPtQNChZM,"The audio quality is insane!! Huge thank you!",0,0
1zOPtQNChZM,"Ohhhh my goodness. It is my number 1 dream to go to santorini. 😭😍 Sooo lucky.",0,0
1zOPtQNChZM,"So lucky!!! Makes me want to drop everything and go somewhere",0,0
1zOPtQNChZM,"So beautiful. Thank you for sharing!!!!!",0,0
1zOPtQNChZM,"Oh the memories! We went there four and a half years ago on our honeymoon and also stayed in Imorovigli. We were like the fourth to last hotel, you would have walked right by it. Man it’s beautiful. We neeeeed to go back! We did the hike right when we got there and were NOT prepared. We just went out, only brought one bottle of water, and were wearing flip flops. Whoops! We did the sunset in Oia, our hotel, and Thira and it was so amazing. Thus makes me nostalgic... thanks for the video! Shout out from Red Deer, Alberta!",0,0
1zOPtQNChZM,"esteem I'm sorry i just need to say that you are a beautiful classy lady:)",0,0
1zOPtQNChZM,"Those views are what dreams are made of!",0,0
1zOPtQNChZM,"Estee, you should really try the Korres body lotion/ shower gel in Santorini Vine! It's my favourite scent out of the whole brand, which is greek and natural ingredient based! They're amazing!!",0,0
1zOPtQNChZM,"You picked the best time go. I will say until September Santorini is packed. Enjoy!",0,0
1zOPtQNChZM,"Santorini looks like the most beautiful place 😍 xo",0,0
1zOPtQNChZM,"what a beautiful video! this made me really happy <3",0,0
1zOPtQNChZM,"16:28 Estée has the most beautiful smile ever!",0,0
1zOPtQNChZM,"So happy you two visited my country!!!!",0,0
1zOPtQNChZM,"Estee, you are glowing. Love to see you and Aslan having such a wonderful time. Some of my favorite people ever, live it up in Santorini!",0,0
1zOPtQNChZM,"was thinking you guys both uploaded the same thing! I like the part 1/2 idea. Did you both edit the vlogs together?",0,0
1zOPtQNChZM,"I need to go right now, omg, so beautiful!",0,0
1zOPtQNChZM,"googled the hotel in case one day I go to Santorini - a little outta my price range 😳",0,0
1zOPtQNChZM,"This video is amazing , you guys are adorable",0,0
1zOPtQNChZM,"It looks AMAZING! Firmly on my Greece Trip list for June xx",0,0
1zOPtQNChZM,"Oia is pronounced Ia! Have fun in Santorini from a Greek in the UK :)",0,0
1zOPtQNChZM,"Honeymoon destination.....check!... No doubt about it Santorini it is!!",0,0
1zOPtQNChZM,"Estee,try the Korres Santorini vine line....I'm sure you are gonna love it!!!!First time I tried it ,I swear to God I felt I was there......also, Oia is pronounced Ia(not aia  but ea)....(oi in Greek is called difthongos, and is one of our 5 different Is)💖",0,0
1zOPtQNChZM,"I was in Santorini last month! It is so beaufitul place, thats true!! :-)",0,0
1zOPtQNChZM,"The fresh air they were talking about reminded me of when I visited Oregon...such clean fresh air!",0,0
1zOPtQNChZM,"It is pronounced IA in greek. Weather in Greece is nice till almost Christmas time.\nBut July and August it is very hot.",0,0
1zOPtQNChZM,"I went to see how much money it would cost for me and my boyfriend to go to this hotel at the end of august next year. A week for 5.500€. So... That isn't happening. :D :D :D",0,0
1zOPtQNChZM,"In the name Oia, the O is silent so you pronounce it as if it was written Ia (capital i not l, lol)!! I am a big fan of your videos! Hope you enjoy your time in our country! Welcome! If you need any tips, feel free to contact me!",0,0
1zOPtQNChZM,"Awww, Santorini is my absolute favorite place. Love every piece of it. Have fun. xx Linda",0,0
1zOPtQNChZM,"The trail has a lot of wild oregano growing along side.",0,0
1zOPtQNChZM,"Why do you all watch these Fucktards!!! Get your own life.",0,0
1zOPtQNChZM,"I'm so glad you visited my country and had such a wonderful time. You should visit again and discover the unique beauty of many other islands as well! Lots of kisses!",0,0
1zOPtQNChZM,"You are such a cute couple.",0,0
1zOPtQNChZM,"The prices for the hotel are absolutely ridiculous!",0,0
1zOPtQNChZM,"I really really enjoyed this vlog! Now I want to go there too!!",0,0
1zOPtQNChZM,"Please break down your trip to Santorini on your blog! I do want to visit. The hotel room looked extremely claustrophobic though, so not sure I could stay there even though it looks beautiful. 😳",0,0
1zOPtQNChZM,"this trip of yours was amazing . One of the best vlogs!!!!!  loved it 😘😍",0,0
1zOPtQNChZM,"you guys are so damn perfect together UGH want.",0,0
1zOPtQNChZM,"The thumbnail is so so sweet especially you guys rarely kiss in front of the camera!",0,0
1zOPtQNChZM,"I can't stop smiling! So gorgeous.",0,0
1zOPtQNChZM,"Wow i wanna earn that much money via youtube so i plan this kind of trip as well",0,0
1zOPtQNChZM,"So glad you two had a great time in my homeland! Next time you are in Greece go to Chania. Aslan will love the history and you will absolutely love this adorable little town.",0,0
1zOPtQNChZM,"Ok, it's time for me to finally go to Greece! I've done a bit of research, since I watched your videos, and the end of September, beginning of October is a great time.",0,0
1zOPtQNChZM,"Hey Estee and Aslan! My fiancé and I visited Santorini last spring, watching your vlog made me wanna go back asap! Thinking about maybe getting married there... Who knows!",0,0
1zOPtQNChZM,"I love you guys! Couple holiday goals💖",1,0
1zOPtQNChZM,"There's a shower gel by Korres called Santorini Vine and it genuinely smells like Greece, I really recommend it! It's amazing.",0,0
1zOPtQNChZM,"If you loved the air in Santorini, I’d highly recommend going to iceland! You’ll love it, the air is so fresh",1,0
1zOPtQNChZM,"Hey random person scrolling through the comments!\nI hope you have a great day! \nFrom a Danish singer who's dream is to hit 10k subs🍀",1,0
1zOPtQNChZM,"Stunning place,and an amazing vlog :))",0,1
1zOPtQNChZM,"Fat chinky and a flabby girl....fuck off",0,0
Z7R8XRKqHAI,"Stream or Download the song here: https://goo.gl/YRmPcF Thanks for supporting us!",101,6
Z7R8XRKqHAI,"This is amazing!",0,0
Z7R8XRKqHAI,"Wow super cool!",0,0
Z7R8XRKqHAI,"❤❤❤❤❤❤❤❤❤❤❤❤",0,0
Z7R8XRKqHAI,"❤️❤️❤️❤️❤️",0,0
Z7R8XRKqHAI,"Wow...",0,0
Z7R8XRKqHAI,"Awesome",0,0
Z7R8XRKqHAI,"Cover of riptide:)",0,0
Z7R8XRKqHAI,"This band is sooo talented.",0,0
Z7R8XRKqHAI,"Awesome.",0,0
Z7R8XRKqHAI,"LOOOOVEEEEEE ITTTTT",0,0
Z7R8XRKqHAI,"I love your cover!",0,0
Z7R8XRKqHAI,"Incredible!",0,0
Z7R8XRKqHAI,"White cannot.",0,0
Z7R8XRKqHAI,"Hahaha im say shit was hot ill creative",0,0
Z7R8XRKqHAI,"yaaaaaaaaaaaw that's awesome!",0,0
Z7R8XRKqHAI,"Hey Ya great !",0,0
Z7R8XRKqHAI,"Joel's dab tho😂💓",1,0
Z7R8XRKqHAI,"Soo good I've listened to it 100 times. I really love the how they've taken it and made it there own",1,0
Z7R8XRKqHAI,"This was AWESOME!!!!!!!",0,0
Z7R8XRKqHAI,"Awesome... Nice",0,0
Z7R8XRKqHAI,"love it!",0,0
Z7R8XRKqHAI,"The best song",0,0
Z7R8XRKqHAI,"You guys rock <3 :D",0,0
Z7R8XRKqHAI,"I love it!!!",0,0
Z7R8XRKqHAI,"YOU GUYS AWESOME.",0,0
Z7R8XRKqHAI,"Just want to... Meet ur momma 😏",0,0
Z7R8XRKqHAI,"Feelin fresh are ya ;)",0,0
Z7R8XRKqHAI,"She has nice Feet!",1,0
Z7R8XRKqHAI,"Incredible work! Love you guys! You're the best!",0,0
Z7R8XRKqHAI,"THIS IS FUCKING CRAZY!!\nOH MY GOD THIS VIDEO IS SO GOOD IN BOTH VISUAL AND MY EARS AHHHHHHHHH\nCOME TO HONG KONG PLEASE\nI BEEEEEEG YOU GUYS :(",0,0
Z7R8XRKqHAI,"I was expecting the dissonance of the final Ya of each chorus. It's kinda the only interesting thing of that song.",0,0
Z7R8XRKqHAI,"I'd LOVE to see Bohemian Rhapsody done by Walk off the Earth!!!!",0,0
Z7R8XRKqHAI,"Give Walk off the Earth anything and they will make music out of it! :D",0,0
Z7R8XRKqHAI,"You are the Best guys!!!! Congrats!",0,0
Z7R8XRKqHAI,"I love the girls voice! Sorry don’t know her name..😂",0,0
Z7R8XRKqHAI,"You are amazing! This is one of my favorite all time songs, and music videos, so I would have thought it would be impossible for anyone to cover it and make me love it, but you just proved me wrong! I will be sharing with my friends for sure!!",0,0
Z7R8XRKqHAI,"I like how when the dancing guy jumps off screen you can hear the thump of him hitting the ground :'D",1,0
Z7R8XRKqHAI,"How can somebody dislike this video?",0,0
Z7R8XRKqHAI,"https://www.youtube.com/watch?v=8K0EAc3abq8\ni like you guys, but no. that was not it. cgi instruments now? i dont like it.",0,0
Z7R8XRKqHAI,"I a song you can do the cover of Sign Of The Times by Harry Styles.",0,0
Z7R8XRKqHAI,"Would you guys consider doing a tribute to Gord Downie? Rip a Canadian legend",0,0
Z7R8XRKqHAI,"I got a feeling bearded guy made a lot of girls happy in this one lol",0,0
Z7R8XRKqHAI,"As ALWAYS you guys made me grin from ear to ear!! <3 That is a real gift! <3",0,0
Z7R8XRKqHAI,"Check out my version of this! tell me what you think! Here is the link:\nhttps://www.youtube.com/watch?v=Y01f8sRVTP0&t=101s\nOr you can go to my channel.. Thanks!",0,0
Z7R8XRKqHAI,"sometimes i wonder how someone can dislike something like this.just curious about their reason",1,0
Z7R8XRKqHAI,"Can't wait to see you guys LIVE in Grand Rapids, MI IN 2018!",0,0
Z7R8XRKqHAI,"Hey Ya! @WalkofftheEarth put it on the iTunes Store so i can buy!!",0,0
Z7R8XRKqHAI,"You made my day :-)",0,0
Z7R8XRKqHAI,"THIS is SO FUNNY HAHA",0,0
Z7R8XRKqHAI,"Can yo cover the song: skin",0,0
Z7R8XRKqHAI,"*throws guitar\n*anxiety on the rise",0,0
Z7R8XRKqHAI,"😍😍😍i love you guys!!!",0,0
Z7R8XRKqHAI,"No matter the state of mind you are in this will always make you smile. This is magnificent",0,0
Z7R8XRKqHAI,"I've watched this more times than I care to admit.",0,0
Z7R8XRKqHAI,"Guys you made my morning! Where do you take so energy? You are the best of the best of the best. Count that you have the one new fan from Ukraine. Good luck.",0,0
Z7R8XRKqHAI,"I have a problem! I can't stop watching this!!",0,0
Z7R8XRKqHAI,"THIS IS WHY I FELL IN LOVE WITH YOU GUYS",1,0
Z7R8XRKqHAI,"Great job, that was 15 kinds of awesome!",1,0
Z7R8XRKqHAI,"Next Song la da dee please! I Love yours Song 😍😘",1,0
Z7R8XRKqHAI,"You are awesome! I'd really love to see a video bloopers, I'm sure you have several discarded videos... And I'm also sure they would be really funny!! Thank you for sharing your art, you are really great",1,0
Z7R8XRKqHAI,"Thanks, I wasn't sure I was going to make it through the day! This put it all in perspective and made me smile. 😊",0,0
Z7R8XRKqHAI,"Can't stop listening to it! Just makes you wanna dance",0,0
Z7R8XRKqHAI,"okay now... this is the best. this song is bringing my smile back. AWESOME!!! This is my FAV!!!",0,0
Z7R8XRKqHAI,"watching this makes me happy!",0,0
Z7R8XRKqHAI,"never failed to amaze me.. love you guys!!",0,0
Z7R8XRKqHAI,"this is so good",0,0
Z7R8XRKqHAI,"I love the song to bits except for the 'Shake it like a polaroid picture' part. It feels very out of place with the song.",0,0
Z7R8XRKqHAI,"When will this be on Spotify?",0,0
Z7R8XRKqHAI,"I LOVE YOU ALL SO MUCH\nPLEASE TOUR ASIA \nTOUR THE PHILIPPINES\nTOUR MY ASS",0,0
Z7R8XRKqHAI,"I absolutely fucking loved everything about this.",0,0
Z7R8XRKqHAI,"Love this cover! And really loving Birthday Boy!",0,0
Z7R8XRKqHAI,"Ok, honestly, How many takes? Fantastic as always!",1,0
Z7R8XRKqHAI,"Why is it that every time I watch this video I find out about something else I hadn't seen before?? Love it!!",0,0
Z7R8XRKqHAI,"you guys are craay-zeee, crazy good :D",0,0
Z7R8XRKqHAI,"I dont like the original, but this ...",1,0
Z7R8XRKqHAI,"No idea how you pulled that off!",0,0
Z7R8XRKqHAI,"THE BEST, WHAT I EVER SEEN, IT WAS AMAZING AND INCREDIBLE. And I was really shocked when I listen my favourite song in yours cover, because it is not popular enough. Thank you for the good mood and unrealistic performance. I LOVE YOU SO SO SO MUCH",0,0
Z7R8XRKqHAI,"I want to be a part of this group so badly",0,0
Z7R8XRKqHAI,"That went from 0 to 100 real quick",0,0
Z7R8XRKqHAI,"This is next level awesome. This is what youtube is for!",0,0
Z7R8XRKqHAI,"allways better and better ! Thank you so much ;-)",0,0
Z7R8XRKqHAI,"I love all your videos! They way you make music out of anything is just amazing!!! But I have to say this has become my fav video, it's funny, happy, and cheerful, I just love it!! Besides, both bearded guys are hilarious, keep on doing this guys! You rock!",0,0
Z7R8XRKqHAI,"Everything about this made me happy.",0,0
Z7R8XRKqHAI,"awesome guys..always love your style..I'm a big fan from Malaysia..started following since you guys made the somebody that i used to know cover... MULTI-MULTI MULTI TALENTED...",0,0
Z7R8XRKqHAI,"Love, Love,Love this Vid !!!  <3  You Guys are so unique and super talented !",0,0
Z7R8XRKqHAI,"I hope this embarrassed Outkast to see actual musicians make that jingle into a good song",0,0
Z7R8XRKqHAI,"So cool! Amazing guys! I love bearded one! His shaking is so cute!",0,0
Z7R8XRKqHAI,"That video was freaking amazing! I love y'all!!",0,0
Z7R8XRKqHAI,"Shake it Shake it Leonidas... Best Part 😂😂😂",0,0
Z7R8XRKqHAI,"great tune , love the arrangement, but why the make up? you're all gorgous naturally, you dont need so much foundation!",0,0
Z7R8XRKqHAI,"You never fail to impress me! ;)",0,0
Z7R8XRKqHAI,":-D great!!! My english is not good enough to tell you how much i love what you are doing. But be shure, i like this a lot ;-) Please visit FFM/ Germany... it is boring here.",0,0
Z7R8XRKqHAI,"This is fuckin awesome! Best in an world!!!!!!!🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼❤️",0,0
Z7R8XRKqHAI,"Thank you! You all made my day!",0,0
Z7R8XRKqHAI,"Okay i remember watching you guys a few years ago and watching now i see the experience really shinning through.",0,0
Z7R8XRKqHAI,"I love U guys. You make my day. Allways a bite of great energy and smile :)",0,0
Z7R8XRKqHAI,"That put a smile on my face. Pure fun.",0,0
Z7R8XRKqHAI,"You are awesome guys! Everything that you made is awesome! Love you!!",0,0
Z7R8XRKqHAI,"That was amazing. They keep getting better when i thought they couldn't be better.",1,0
lLN1FwiqGwc,"We love this time of year!  Happy Nostalgia-Ween!\nGrab a signed IT (2017) Nostalgia Critic title card here - https://theawesomestore.com/index.php?dispatch=products.view&product_id=30000\nSupport this weeks charity - https://afsp.org/",2160,302
lLN1FwiqGwc,"23:12 what's the name of that song Doug plays over Pennywise dancing",0,0
lLN1FwiqGwc,"So this came out before the country concert I'm guessing lol 😅",0,0
lLN1FwiqGwc,"I think the critic DIDNT understand a movie/. Lets be honest Horror genre especially last 20 years TOTALLY SUCK.  Causes? Horror genre DIDNT combine with other genres like romantic or comedy and that's why watching modern horror movie is boring. Directors of horror movies focused to scare audience not to tell an interesting story. That's why IT 2017 doesn't focused on Pennywise, the director Musketi wanted to tell a story instead making jumpscare clip. He focused uncovering protagonists friendship who is who and their are afraid of. Pennywise is used for uniting all aspects to visualizate nightmares. And main mistake of critic is critize that Pennywise is funny. Holy f*ck.  Critic. That's why everyone love Pennywise, cause he is funny really funny. I don't know about old version Pennywise but THAT Pennywise is FUNNY/ How about that doors Scary, Very Scary, Not so scary at all? Pennywise is an epic troll. That's why dancing scene is EPIC. Best Villain since Freddy Cruger",0,0
lLN1FwiqGwc,"You are nuts. The leper looked terrifying.",0,0
lLN1FwiqGwc,"There is another thing that It (2017) did that It (1990) didn't do; have Pennywise live up to his name, Pennywise, the DANCING Clown. Seriously, did Tim Curry do any kind of dance in the original?",0,0
lLN1FwiqGwc,"23:13 I'm a little German dancer, u is fun and gay alright, la la la la la la la (correct me if the lyrics were incorrect) 😂",0,0
lLN1FwiqGwc,"This is my GNOMEstick! Excuse you",0,0
lLN1FwiqGwc,"You should review the SpongeBob movie next",0,0
lLN1FwiqGwc,"The new version wasnt meant to be ultra serious. Seriously where did you get that? A lot of your cirtisim also comes down to the book so.....yeah.",0,0
lLN1FwiqGwc,"I get that the rockfight was possibly meant to show 'kids being kids', however the direction was just absurd, turning it into a purely comical scene. I loved the movie, but that scene and the reveal of the NKOTB poster REALLY took me out of the film. That, and giving Ben Hanscomb Mikes background as the knowledgable kid, then reducing Mike to the 'black kid carrying the gun with the non-present parents' (granted theyre dead), really grated me bigtime.\n\nLet's not delve into how Muschietti also wants to turn Old-Mike into a junkie...",0,0
lLN1FwiqGwc,"If you ask me, there will *NEVER* be a perfect IT movie or remake. Why? \nBecause the original *BOOK* is terrible anyways!!",0,0
lLN1FwiqGwc,"Also I think it's funny how much of a deal he made about the two 80s references while simultaneously noting that other movies do it way more, like which is it NC",0,0
lLN1FwiqGwc,"For everyone who didn't get the last joke where they look in the book to see who Beverly gets with, here's the explanation:\n\nThe kids decide they needed to strengthen their bonds to each other in order to defeat Pennywise after they get lost in the sewers and are starting to panic. So Beverly has sex with each of the boys one after the other. If that sounds weird, well, that's because it goddamn is weird. King has released a statement about it but I'm honestly not sure how much I believe what it says. \n\nI wasn’t really thinking of the sexual aspect of it. The book dealt with childhood and adulthood –1958 and Grown Ups. The grown ups don’t remember their childhood. None of us remember what we did as children–we think we do, but we don’t remember it as it really happened. Intuitively, the Losers knew they had to be together again. The sexual act connected childhood and adulthood. It helps them remember what happened when they are called upon to fight again later on in life. It’s another version of the glass tunnel that connects the children’s library and the adult library. Times have changed since I wrote that scene and there is now vastly more sensitivity to those issues. Stephen King, 2013",0,0
lLN1FwiqGwc,"Once again, this was a fantastic review. I'm glad the review wasn't shIT.",0,0
lLN1FwiqGwc,"He always sounds like he's doing a weird al impression",0,0
lLN1FwiqGwc,"Youtube's subtitles keeps saying the cinematic version is Skarsgard!",0,0
lLN1FwiqGwc,"the make up job is really top notch , appreciate the extra effort",0,0
lLN1FwiqGwc,"He wasnt obsessed with studying murders in the movie.  He was obsessed with reading and learning anything he could about the new town he was in.  He even comments on it while they were in his room.",0,0
lLN1FwiqGwc,"Can't wait till chapter 2",0,0
lLN1FwiqGwc,"it is the most overrated piece of shit movie on earth. it sucked! 4 hours of my life i will never get back. Not scary at all. Clay animated spongebob is scarier",0,0
lLN1FwiqGwc,"The only thing that couldve made this video better is if you somehow got Tim Curry to reprise his role. That would've been awesome.",0,0
lLN1FwiqGwc,"also i liked the red curtain start",0,0
lLN1FwiqGwc,"This reminds me of Old v New! Bring it back please!!",0,0
lLN1FwiqGwc,"Do a Old vs New",0,0
lLN1FwiqGwc,"There wasn't even that much music to it only barley before the car came in so I don't know what your talking about",0,0
lLN1FwiqGwc,"Richie is genius because he's played by Finn Wolfhard",0,0
lLN1FwiqGwc,"And yet now Hollywood is making a movie about his movie. go figure",0,0
lLN1FwiqGwc,"Almost to 1 million.... Doug you’re so close!\n\nEdit: By the time this comment will be found, he’ll probably already have 1 million",0,0
lLN1FwiqGwc,"I kinda like IT (2017) but I never saw or read the original one so I can't be overly attached to this and can funny to me",0,0
lLN1FwiqGwc,"the only thing i really disagreed with was the joker point. Why not be both funny and scary, The new IT was both, the scene when he's eating an arm and then waves at mike,  The scene where  eddie broke is arm and IT uses his arm to smack himself with it was both funny and scary depending on who you talk to.",0,0
lLN1FwiqGwc,"That intro is very familiar to a certain outdoor concert night\n\nI love it",0,0
lLN1FwiqGwc,"the movie was meant to be funny at sometimes like the pennywise dance was meant to give you shivers and laugh in suspense the movie gives you laughs and horror",0,0
lLN1FwiqGwc,"Ok so I did love and enjoy this video and the film, but as for why the fact that Pennywise is still funny, it works for him. Like be honest irl if a fucking clown started vainglorious ta you with a severed arm with a smile on his face, you'd be freaking out as well as thinking that wait this is bat shit nuts why aren't we laughing.",0,0
lLN1FwiqGwc,"Am I the only one who thinks that a good example of crappy effects was the projector scene? I'm mostly talking about when Pennywise pops out of the projector and attacks the kids, he's just so rubbery and fake looking there. When the woman turns into Pennywise, it looks fine, actually it looks great. But it's stuff like the projector attack, and the dance that makes me not take this film too seriously. not as silly as the miniseries, but still pretty silly.",0,0
lLN1FwiqGwc,"Who knew hyper fan girl would be the next movie theater shooter? 😱😱😱",0,0
lLN1FwiqGwc,"i actually came up with a better plot for why she was taking and why they kept her alive that would follow the books better and make more sense. like show that he father was being controlled by it to give her a fear of something when she fights backing beating her fear it has to improvise and decides to take her thinking him showing himself is enough to make her afraid. back in the lair when it finds out she doesnt fear him he tries to transform into different things to make her afraid, random monsters but she lets it be known that no matter what it does to her the losers will stop him. so it gets a idea, believeing the losers are the source of her strength he tells her he will kill them one by one in front of her. this slowly makes her afraid since she fears for her new friends. it lets the kids know it has her using the bullies help. they come down all the crap happens and when they see her floating instead of a kiss waking her up the chubby one recites the poem. he tries to invoke a feeling out of her thats not a trope. the last bit with it fighting them pissed me off because it basically kids beating on a clown with a pipe. none of the mystical aspects of it showed or did he use his trademark fear other than changing what his face looks like. i would have fixed it by flooding the floor with the garbage acting as a type of island. the kids cant see it but hes using the water to hide and attack like how he did in the basement scene. in this scene he can turn into the different monsters even the shark one or zombies from earlier. the ending can be the same with it jumping out of the water to catch one of them and do the ill just take him scene. then realizing it is afraid of them empowers them. however after finding the dead kids and crazy parents being how they are the kids are forced to move afterward away from dairy. there was like 18 bodies floating down there some of them partially eating so yeah people fucking leave.",0,0
lLN1FwiqGwc,"How did you get Nicolas Cage to play Pennywise 2017?",0,0
lLN1FwiqGwc,"I'm just stopping the video three minutes in to say that I wasn't expecting an IT Crowd reference. Awesome!",0,0
lLN1FwiqGwc,"Can you please do operation chromite",0,0
lLN1FwiqGwc,"Very nice review and a great movie imho. However, calling the song six different ways from the cure just some upbeat 80ties song is just ignorant - to say at least! the critic is still reasonable of course - but it is THE CURE!",0,0
lLN1FwiqGwc,"I loved the room reference",0,0
lLN1FwiqGwc,"Why don’t you have a million subscribers yet?",0,0
lLN1FwiqGwc,"Fuck, maybe the fucking kids that fucking say fuck every fucking second.",0,0
lLN1FwiqGwc,"What's that song at 17:27? I'm a metal fan and that actually sounds pretty good.",0,0
lLN1FwiqGwc,"But the chart says...!",0,0
lLN1FwiqGwc,"Is it a film review or just a stupid channel",0,0
lLN1FwiqGwc,"In it 2017 he germ seen it a guy with a mouth for a nose and a nose for a mouth",0,0
lLN1FwiqGwc,"Shooting people in a movie theater is funny.",0,0
lLN1FwiqGwc,"The shooting at the start was a bit insensitive... Loved the rest tho :) xx",0,0
lLN1FwiqGwc,"Was I the only one who was legit disturbed by the Leper? He looked convincingly inhuman to me.",0,0
lLN1FwiqGwc,"I wish they didn't do a shooting up a theater-joke.",0,0
lLN1FwiqGwc,"Wow critic was so up his own ass on how he effected IT.",0,0
lLN1FwiqGwc,"Ugh.... Too polarizing of a review. I'll agree that yes IT 2017 wasn't as scary as advertised, but it was definitely a better movie all around. And take me back 15 - 20 years, I'd've been more scared of the second version.",0,0
lLN1FwiqGwc,"22:47 on a loop = EPIC!",0,0
